Time,LD_1/P1,LD_2/P1,LD_4/P1,LD_5/P1,LD_6/P1,LD_7/P1,LD_9/P1,LD_10/P1,LD_11/P1,LD_12/P1,LD_16/P1,LD_17/P1,LD_19/P1,LD_20/P1,LD_22/P1,LD_24/P1,LD_28/P1,LD_29/P1,LD_30/P1,LD_31/P1,LD_32/P1,LD_33/P1,LD_34/P1,LD_35/P1,LD_37/P1,LD_38/P1,LD_39/P1,LD_41/P1,LD_42/P1,LD_43/P1,LD_45/P1,LD_46/P1,LD_47/P1,LD_47/P2,LD_47/P3,LD_48/P1,LD_48/P2,LD_48/P3,LD_49/P1,LD_49/P2,LD_49/P3,LD_50/P1,LD_51/P1,LD_52/P1,LD_53/P1,LD_55/P1,LD_56/P1,LD_58/P1,LD_59/P1,LD_60/P1,LD_62/P1,LD_63/P1,LD_64/P1,LD_65/P1,LD_65/P2,LD_65/P3,LD_66/P1,LD_68/P1,LD_69/P1,LD_70/P1,LD_71/P1,LD_73/P1,LD_74/P1,LD_75/P1,LD_76/P1,LD_76/P2,LD_76/P3,LD_77/P1,LD_79/P1,LD_80/P1,LD_82/P1,LD_83/P1,LD_84/P1,LD_85/P1,LD_86/P1,LD_87/P1,LD_88/P1,LD_90/P1,LD_92/P1,LD_94/P1,LD_95/P1,LD_96/P1,LD_98/P1,LD_99/P1,LD_100/P1,LD_102/P1,LD_103/P1,LD_104/P1,LD_106/P1,LD_107/P1,LD_109/P1,LD_111/P1,LD_112/P1,LD_113/P1,LD_114/P1,LD_1/Q1,LD_2/Q1,LD_4/Q1,LD_5/Q1,LD_6/Q1,LD_7/Q1,LD_9/Q1,LD_10/Q1,LD_11/Q1,LD_12/Q1,LD_16/Q1,LD_17/Q1,LD_19/Q1,LD_20/Q1,LD_22/Q1,LD_24/Q1,LD_28/Q1,LD_29/Q1,LD_30/Q1,LD_31/Q1,LD_32/Q1,LD_33/Q1,LD_34/Q1,LD_35/Q1,LD_37/Q1,LD_38/Q1,LD_39/Q1,LD_41/Q1,LD_42/Q1,LD_43/Q1,LD_45/Q1,LD_46/Q1,LD_47/Q1,LD_47/Q2,LD_47/Q3,LD_48/Q1,LD_48/Q2,LD_48/Q3,LD_49/Q1,LD_49/Q2,LD_49/Q3,LD_50/Q1,LD_51/Q1,LD_52/Q1,LD_53/Q1,LD_55/Q1,LD_56/Q1,LD_58/Q1,LD_59/Q1,LD_60/Q1,LD_62/Q1,LD_63/Q1,LD_64/Q1,LD_65/Q1,LD_65/Q2,LD_65/Q3,LD_66/Q1,LD_68/Q1,LD_69/Q1,LD_70/Q1,LD_71/Q1,LD_73/Q1,LD_74/Q1,LD_75/Q1,LD_76/Q1,LD_76/Q2,LD_76/Q3,LD_77/Q1,LD_79/Q1,LD_80/Q1,LD_82/Q1,LD_83/Q1,LD_84/Q1,LD_85/Q1,LD_86/Q1,LD_87/Q1,LD_88/Q1,LD_90/Q1,LD_92/Q1,LD_94/Q1,LD_95/Q1,LD_96/Q1,LD_98/Q1,LD_99/Q1,LD_100/Q1,LD_102/Q1,LD_103/Q1,LD_104/Q1,LD_106/Q1,LD_107/Q1,LD_109/Q1,LD_111/Q1,LD_112/Q1,LD_113/Q1,LD_114/Q1
424,5.774,1.1509,5.774,2.887,2.3019,2.887,5.774,1.1509,5.774,2.887,2.3019,2.887,5.774,2.3019,5.774,5.774,2.3019,5.774,5.774,1.1509,2.887,5.774,2.3019,5.774,5.774,1.1509,2.887,2.887,1.1509,5.774,2.887,1.1509,5.0522,5.0522,5.0522,10.104,10.104,10.104,2.0141,4.0283,2.0141,5.774,2.887,2.3019,5.774,2.887,1.1509,2.887,2.887,1.1509,5.774,5.774,4.316,5.0522,5.0522,10.104,10.826,1.1509,5.774,2.887,2.3019,5.774,5.774,2.3019,15.157,10.104,10.104,5.774,2.3019,5.774,5.774,1.1509,2.887,5.774,1.1509,5.774,5.774,2.3019,5.774,5.774,1.1509,2.887,5.774,2.3019,5.774,2.887,2.3019,5.774,5.774,2.3019,5.774,2.887,1.1509,5.774,2.887,4.3636,1.3138,4.3636,2.1818,2.6276,2.1818,4.3636,1.3138,4.3636,2.1818,2.6276,2.1818,4.3636,2.6276,4.3636,4.3636,2.6276,4.3636,4.3636,1.3138,2.1818,4.3636,2.6276,4.3636,4.3636,1.3138,2.1818,2.1818,1.3138,4.3636,2.1818,1.3138,5.4546,5.4546,5.4546,10.909,10.909,10.909,3.2845,6.569,2.6276,4.3636,2.1818,2.6276,4.3636,2.1818,1.3138,2.1818,2.1818,1.3138,4.3636,4.3636,4.5983,5.4546,5.4546,10.909,7.6364,1.3138,4.3636,2.1818,2.6276,4.3636,4.3636,2.6276,17.455,10.909,10.909,4.3636,2.6276,4.3636,4.3636,1.3138,2.1818,4.3636,1.3138,4.3636,4.3636,2.6276,4.3636,4.3636,1.3138,2.1818,4.3636,2.6276,4.3636,2.1818,2.6276,4.3636,4.3636,2.6276,4.3636,2.1818,1.3138,4.3636,2.1818
425,5.8134,1.154,5.8134,2.9067,2.3079,2.9067,5.8134,1.154,5.8134,2.9067,2.3079,2.9067,5.8134,2.3079,5.8134,5.8134,2.3079,5.8134,5.8134,1.154,2.9067,5.8134,2.3079,5.8134,5.8134,1.154,2.9067,2.9067,1.154,5.8134,2.9067,1.154,5.0868,5.0868,5.0868,10.174,10.174,10.174,2.0194,4.0388,2.0194,5.8134,2.9067,2.3079,5.8134,2.9067,1.154,2.9067,2.9067,1.154,5.8134,5.8134,4.3273,5.0868,5.0868,10.174,10.9,1.154,5.8134,2.9067,2.3079,5.8134,5.8134,2.3079,15.26,10.174,10.174,5.8134,2.3079,5.8134,5.8134,1.154,2.9067,5.8134,1.154,5.8134,5.8134,2.3079,5.8134,5.8134,1.154,2.9067,5.8134,2.3079,5.8134,2.9067,2.3079,5.8134,5.8134,2.3079,5.8134,2.9067,1.154,5.8134,2.9067,4.3861,1.3166,4.3861,2.193,2.6333,2.193,4.3861,1.3166,4.3861,2.193,2.6333,2.193,4.3861,2.6333,4.3861,4.3861,2.6333,4.3861,4.3861,1.3166,2.193,4.3861,2.6333,4.3861,4.3861,1.3166,2.193,2.193,1.3166,4.3861,2.193,1.3166,5.4826,5.4826,5.4826,10.965,10.965,10.965,3.2916,6.5832,2.6333,4.3861,2.193,2.6333,4.3861,2.193,1.3166,2.193,2.193,1.3166,4.3861,4.3861,4.6083,5.4826,5.4826,10.965,7.6756,1.3166,4.3861,2.193,2.6333,4.3861,4.3861,2.6333,17.544,10.965,10.965,4.3861,2.6333,4.3861,4.3861,1.3166,2.193,4.3861,1.3166,4.3861,4.3861,2.6333,4.3861,4.3861,1.3166,2.193,4.3861,2.6333,4.3861,2.193,2.6333,4.3861,4.3861,2.6333,4.3861,2.193,1.3166,4.3861,2.193
426,5.8392,0.98304,5.8392,2.9196,1.9661,2.9196,5.8392,0.98304,5.8392,2.9196,1.9661,2.9196,5.8392,1.9661,5.8392,5.8392,1.9661,5.8392,5.8392,0.98304,2.9196,5.8392,1.9661,5.8392,5.8392,0.98304,2.9196,2.9196,0.98304,5.8392,2.9196,0.98304,5.1093,5.1093,5.1093,10.219,10.219,10.219,1.7203,3.4406,1.7203,5.8392,2.9196,1.9661,5.8392,2.9196,0.98304,2.9196,2.9196,0.98304,5.8392,5.8392,3.6864,5.1093,5.1093,10.219,10.948,0.98304,5.8392,2.9196,1.9661,5.8392,5.8392,1.9661,15.328,10.219,10.219,5.8392,1.9661,5.8392,5.8392,0.98304,2.9196,5.8392,0.98304,5.8392,5.8392,1.9661,5.8392,5.8392,0.98304,2.9196,5.8392,1.9661,5.8392,2.9196,1.9661,5.8392,5.8392,1.9661,5.8392,2.9196,0.98304,5.8392,2.9196,4.4016,1.2325,4.4016,2.2008,2.4651,2.2008,4.4016,1.2325,4.4016,2.2008,2.4651,2.2008,4.4016,2.4651,4.4016,4.4016,2.4651,4.4016,4.4016,1.2325,2.2008,4.4016,2.4651,4.4016,4.4016,1.2325,2.2008,2.2008,1.2325,4.4016,2.2008,1.2325,5.502,5.502,5.502,11.004,11.004,11.004,3.0813,6.1626,2.4651,4.4016,2.2008,2.4651,4.4016,2.2008,1.2325,2.2008,2.2008,1.2325,4.4016,4.4016,4.3139,5.502,5.502,11.004,7.7028,1.2325,4.4016,2.2008,2.4651,4.4016,4.4016,2.4651,17.606,11.004,11.004,4.4016,2.4651,4.4016,4.4016,1.2325,2.2008,4.4016,1.2325,4.4016,4.4016,2.4651,4.4016,4.4016,1.2325,2.2008,4.4016,2.4651,4.4016,2.2008,2.4651,4.4016,4.4016,2.4651,4.4016,2.2008,1.2325,4.4016,2.2008
427,5.7413,0.98681,5.7413,2.8707,1.9736,2.8707,5.7413,0.98681,5.7413,2.8707,1.9736,2.8707,5.7413,1.9736,5.7413,5.7413,1.9736,5.7413,5.7413,0.98681,2.8707,5.7413,1.9736,5.7413,5.7413,0.98681,2.8707,2.8707,0.98681,5.7413,2.8707,0.98681,5.0237,5.0237,5.0237,10.047,10.047,10.047,1.7269,3.4538,1.7269,5.7413,2.8707,1.9736,5.7413,2.8707,0.98681,2.8707,2.8707,0.98681,5.7413,5.7413,3.7005,5.0237,5.0237,10.047,10.765,0.98681,5.7413,2.8707,1.9736,5.7413,5.7413,1.9736,15.071,10.047,10.047,5.7413,1.9736,5.7413,5.7413,0.98681,2.8707,5.7413,0.98681,5.7413,5.7413,1.9736,5.7413,5.7413,0.98681,2.8707,5.7413,1.9736,5.7413,2.8707,1.9736,5.7413,5.7413,1.9736,5.7413,2.8707,0.98681,5.7413,2.8707,4.3554,1.2358,4.3554,2.1777,2.4715,2.1777,4.3554,1.2358,4.3554,2.1777,2.4715,2.1777,4.3554,2.4715,4.3554,4.3554,2.4715,4.3554,4.3554,1.2358,2.1777,4.3554,2.4715,4.3554,4.3554,1.2358,2.1777,2.1777,1.2358,4.3554,2.1777,1.2358,5.4442,5.4442,5.4442,10.888,10.888,10.888,3.0894,6.1788,2.4715,4.3554,2.1777,2.4715,4.3554,2.1777,1.2358,2.1777,2.1777,1.2358,4.3554,4.3554,4.3252,5.4442,5.4442,10.888,7.6219,1.2358,4.3554,2.1777,2.4715,4.3554,4.3554,2.4715,17.421,10.888,10.888,4.3554,2.4715,4.3554,4.3554,1.2358,2.1777,4.3554,1.2358,4.3554,4.3554,2.4715,4.3554,4.3554,1.2358,2.1777,4.3554,2.4715,4.3554,2.1777,2.4715,4.3554,4.3554,2.4715,4.3554,2.1777,1.2358,4.3554,2.1777
428,5.7433,0.98319,5.7433,2.8716,1.9664,2.8716,5.7433,0.98319,5.7433,2.8716,1.9664,2.8716,5.7433,1.9664,5.7433,5.7433,1.9664,5.7433,5.7433,0.98319,2.8716,5.7433,1.9664,5.7433,5.7433,0.98319,2.8716,2.8716,0.98319,5.7433,2.8716,0.98319,5.0254,5.0254,5.0254,10.051,10.051,10.051,1.7206,3.4412,1.7206,5.7433,2.8716,1.9664,5.7433,2.8716,0.98319,2.8716,2.8716,0.98319,5.7433,5.7433,3.687,5.0254,5.0254,10.051,10.769,0.98319,5.7433,2.8716,1.9664,5.7433,5.7433,1.9664,15.076,10.051,10.051,5.7433,1.9664,5.7433,5.7433,0.98319,2.8716,5.7433,0.98319,5.7433,5.7433,1.9664,5.7433,5.7433,0.98319,2.8716,5.7433,1.9664,5.7433,2.8716,1.9664,5.7433,5.7433,1.9664,5.7433,2.8716,0.98319,5.7433,2.8716,4.359,1.2353,4.359,2.1795,2.4706,2.1795,4.359,1.2353,4.359,2.1795,2.4706,2.1795,4.359,2.4706,4.359,4.359,2.4706,4.359,4.359,1.2353,2.1795,4.359,2.4706,4.359,4.359,1.2353,2.1795,2.1795,1.2353,4.359,2.1795,1.2353,5.4488,5.4488,5.4488,10.898,10.898,10.898,3.0882,6.1765,2.4706,4.359,2.1795,2.4706,4.359,2.1795,1.2353,2.1795,2.1795,1.2353,4.359,4.359,4.3235,5.4488,5.4488,10.898,7.6283,1.2353,4.359,2.1795,2.4706,4.359,4.359,2.4706,17.436,10.898,10.898,4.359,2.4706,4.359,4.359,1.2353,2.1795,4.359,1.2353,4.359,4.359,2.4706,4.359,4.359,1.2353,2.1795,4.359,2.4706,4.359,2.1795,2.4706,4.359,4.359,2.4706,4.359,2.1795,1.2353,4.359,2.1795
429,5.8759,0.97673,5.8759,2.9379,1.9535,2.9379,5.8759,0.97673,5.8759,2.9379,1.9535,2.9379,5.8759,1.9535,5.8759,5.8759,1.9535,5.8759,5.8759,0.97673,2.9379,5.8759,1.9535,5.8759,5.8759,0.97673,2.9379,2.9379,0.97673,5.8759,2.9379,0.97673,5.1414,5.1414,5.1414,10.283,10.283,10.283,1.7093,3.4185,1.7093,5.8759,2.9379,1.9535,5.8759,2.9379,0.97673,2.9379,2.9379,0.97673,5.8759,5.8759,3.6627,5.1414,5.1414,10.283,11.017,0.97673,5.8759,2.9379,1.9535,5.8759,5.8759,1.9535,15.424,10.283,10.283,5.8759,1.9535,5.8759,5.8759,0.97673,2.9379,5.8759,0.97673,5.8759,5.8759,1.9535,5.8759,5.8759,0.97673,2.9379,5.8759,1.9535,5.8759,2.9379,1.9535,5.8759,5.8759,1.9535,5.8759,2.9379,0.97673,5.8759,2.9379,4.428,1.2334,4.428,2.214,2.4668,2.214,4.428,1.2334,4.428,2.214,2.4668,2.214,4.428,2.4668,4.428,4.428,2.4668,4.428,4.428,1.2334,2.214,4.428,2.4668,4.428,4.428,1.2334,2.214,2.214,1.2334,4.428,2.214,1.2334,5.535,5.535,5.535,11.07,11.07,11.07,3.0835,6.167,2.4668,4.428,2.214,2.4668,4.428,2.214,1.2334,2.214,2.214,1.2334,4.428,4.428,4.3169,5.535,5.535,11.07,7.749,1.2334,4.428,2.214,2.4668,4.428,4.428,2.4668,17.712,11.07,11.07,4.428,2.4668,4.428,4.428,1.2334,2.214,4.428,1.2334,4.428,4.428,2.4668,4.428,4.428,1.2334,2.214,4.428,2.4668,4.428,2.214,2.4668,4.428,4.428,2.4668,4.428,2.214,1.2334,4.428,2.214
430,5.7625,0.98277,5.7625,2.8812,1.9655,2.8812,5.7625,0.98277,5.7625,2.8812,1.9655,2.8812,5.7625,1.9655,5.7625,5.7625,1.9655,5.7625,5.7625,0.98277,2.8812,5.7625,1.9655,5.7625,5.7625,0.98277,2.8812,2.8812,0.98277,5.7625,2.8812,0.98277,5.0422,5.0422,5.0422,10.084,10.084,10.084,1.7198,3.4397,1.7198,5.7625,2.8812,1.9655,5.7625,2.8812,0.98277,2.8812,2.8812,0.98277,5.7625,5.7625,3.6854,5.0422,5.0422,10.084,10.805,0.98277,5.7625,2.8812,1.9655,5.7625,5.7625,1.9655,15.127,10.084,10.084,5.7625,1.9655,5.7625,5.7625,0.98277,2.8812,5.7625,0.98277,5.7625,5.7625,1.9655,5.7625,5.7625,0.98277,2.8812,5.7625,1.9655,5.7625,2.8812,1.9655,5.7625,5.7625,1.9655,5.7625,2.8812,0.98277,5.7625,2.8812,4.374,1.2378,4.374,2.187,2.4755,2.187,4.374,1.2378,4.374,2.187,2.4755,2.187,4.374,2.4755,4.374,4.374,2.4755,4.374,4.374,1.2378,2.187,4.374,2.4755,4.374,4.374,1.2378,2.187,2.187,1.2378,4.374,2.187,1.2378,5.4675,5.4675,5.4675,10.935,10.935,10.935,3.0944,6.1889,2.4755,4.374,2.187,2.4755,4.374,2.187,1.2378,2.187,2.187,1.2378,4.374,4.374,4.3322,5.4675,5.4675,10.935,7.6545,1.2378,4.374,2.187,2.4755,4.374,4.374,2.4755,17.496,10.935,10.935,4.374,2.4755,4.374,4.374,1.2378,2.187,4.374,1.2378,4.374,4.374,2.4755,4.374,4.374,1.2378,2.187,4.374,2.4755,4.374,2.187,2.4755,4.374,4.374,2.4755,4.374,2.187,1.2378,4.374,2.187
431,5.7583,1.0218,5.7583,2.8792,2.0436,2.8792,5.7583,1.0218,5.7583,2.8792,2.0436,2.8792,5.7583,2.0436,5.7583,5.7583,2.0436,5.7583,5.7583,1.0218,2.8792,5.7583,2.0436,5.7583,5.7583,1.0218,2.8792,2.8792,1.0218,5.7583,2.8792,1.0218,5.0385,5.0385,5.0385,10.077,10.077,10.077,1.7882,3.5763,1.7882,5.7583,2.8792,2.0436,5.7583,2.8792,1.0218,2.8792,2.8792,1.0218,5.7583,5.7583,3.8318,5.0385,5.0385,10.077,10.797,1.0218,5.7583,2.8792,2.0436,5.7583,5.7583,2.0436,15.116,10.077,10.077,5.7583,2.0436,5.7583,5.7583,1.0218,2.8792,5.7583,1.0218,5.7583,5.7583,2.0436,5.7583,5.7583,1.0218,2.8792,5.7583,2.0436,5.7583,2.8792,2.0436,5.7583,5.7583,2.0436,5.7583,2.8792,1.0218,5.7583,2.8792,4.3746,1.2586,4.3746,2.1873,2.5173,2.1873,4.3746,1.2586,4.3746,2.1873,2.5173,2.1873,4.3746,2.5173,4.3746,4.3746,2.5173,4.3746,4.3746,1.2586,2.1873,4.3746,2.5173,4.3746,4.3746,1.2586,2.1873,2.1873,1.2586,4.3746,2.1873,1.2586,5.4683,5.4683,5.4683,10.937,10.937,10.937,3.1466,6.2932,2.5173,4.3746,2.1873,2.5173,4.3746,2.1873,1.2586,2.1873,2.1873,1.2586,4.3746,4.3746,4.4052,5.4683,5.4683,10.937,7.6556,1.2586,4.3746,2.1873,2.5173,4.3746,4.3746,2.5173,17.499,10.937,10.937,4.3746,2.5173,4.3746,4.3746,1.2586,2.1873,4.3746,1.2586,4.3746,4.3746,2.5173,4.3746,4.3746,1.2586,2.1873,4.3746,2.5173,4.3746,2.1873,2.5173,4.3746,4.3746,2.5173,4.3746,2.1873,1.2586,4.3746,2.1873
432,5.7906,1.038,5.7906,2.8953,2.076,2.8953,5.7906,1.038,5.7906,2.8953,2.076,2.8953,5.7906,2.076,5.7906,5.7906,2.076,5.7906,5.7906,1.038,2.8953,5.7906,2.076,5.7906,5.7906,1.038,2.8953,2.8953,1.038,5.7906,2.8953,1.038,5.0668,5.0668,5.0668,10.134,10.134,10.134,1.8165,3.6331,1.8165,5.7906,2.8953,2.076,5.7906,2.8953,1.038,2.8953,2.8953,1.038,5.7906,5.7906,3.8926,5.0668,5.0668,10.134,10.857,1.038,5.7906,2.8953,2.076,5.7906,5.7906,2.076,15.2,10.134,10.134,5.7906,2.076,5.7906,5.7906,1.038,2.8953,5.7906,1.038,5.7906,5.7906,2.076,5.7906,5.7906,1.038,2.8953,5.7906,2.076,5.7906,2.8953,2.076,5.7906,5.7906,2.076,5.7906,2.8953,1.038,5.7906,2.8953,4.3935,1.2681,4.3935,2.1967,2.5362,2.1967,4.3935,1.2681,4.3935,2.1967,2.5362,2.1967,4.3935,2.5362,4.3935,4.3935,2.5362,4.3935,4.3935,1.2681,2.1967,4.3935,2.5362,4.3935,4.3935,1.2681,2.1967,2.1967,1.2681,4.3935,2.1967,1.2681,5.4918,5.4918,5.4918,10.984,10.984,10.984,3.1702,6.3404,2.5362,4.3935,2.1967,2.5362,4.3935,2.1967,1.2681,2.1967,2.1967,1.2681,4.3935,4.3935,4.4383,5.4918,5.4918,10.984,7.6885,1.2681,4.3935,2.1967,2.5362,4.3935,4.3935,2.5362,17.574,10.984,10.984,4.3935,2.5362,4.3935,4.3935,1.2681,2.1967,4.3935,1.2681,4.3935,4.3935,2.5362,4.3935,4.3935,1.2681,2.1967,4.3935,2.5362,4.3935,2.1967,2.5362,4.3935,4.3935,2.5362,4.3935,2.1967,1.2681,4.3935,2.1967
433,5.8229,1.0915,5.8229,2.9114,2.183,2.9114,5.8229,1.0915,5.8229,2.9114,2.183,2.9114,5.8229,2.183,5.8229,5.8229,2.183,5.8229,5.8229,1.0915,2.9114,5.8229,2.183,5.8229,5.8229,1.0915,2.9114,2.9114,1.0915,5.8229,2.9114,1.0915,5.095,5.095,5.095,10.19,10.19,10.19,1.9101,3.8202,1.9101,5.8229,2.9114,2.183,5.8229,2.9114,1.0915,2.9114,2.9114,1.0915,5.8229,5.8229,4.0931,5.095,5.095,10.19,10.918,1.0915,5.8229,2.9114,2.183,5.8229,5.8229,2.183,15.285,10.19,10.19,5.8229,2.183,5.8229,5.8229,1.0915,2.9114,5.8229,1.0915,5.8229,5.8229,2.183,5.8229,5.8229,1.0915,2.9114,5.8229,2.183,5.8229,2.9114,2.183,5.8229,5.8229,2.183,5.8229,2.9114,1.0915,5.8229,2.9114,4.4123,1.2962,4.4123,2.2061,2.5923,2.2061,4.4123,1.2962,4.4123,2.2061,2.5923,2.2061,4.4123,2.5923,4.4123,4.4123,2.5923,4.4123,4.4123,1.2962,2.2061,4.4123,2.5923,4.4123,4.4123,1.2962,2.2061,2.2061,1.2962,4.4123,2.2061,1.2962,5.5153,5.5153,5.5153,11.031,11.031,11.031,3.2404,6.4808,2.5923,4.4123,2.2061,2.5923,4.4123,2.2061,1.2962,2.2061,2.2061,1.2962,4.4123,4.4123,4.5366,5.5153,5.5153,11.031,7.7215,1.2962,4.4123,2.2061,2.5923,4.4123,4.4123,2.5923,17.649,11.031,11.031,4.4123,2.5923,4.4123,4.4123,1.2962,2.2061,4.4123,1.2962,4.4123,4.4123,2.5923,4.4123,4.4123,1.2962,2.2061,4.4123,2.5923,4.4123,2.2061,2.5923,4.4123,4.4123,2.5923,4.4123,2.2061,1.2962,4.4123,2.2061
434,5.8551,1.1401,5.8551,2.9276,2.2802,2.9276,5.8551,1.1401,5.8551,2.9276,2.2802,2.9276,5.8551,2.2802,5.8551,5.8551,2.2802,5.8551,5.8551,1.1401,2.9276,5.8551,2.2802,5.8551,5.8551,1.1401,2.9276,2.9276,1.1401,5.8551,2.9276,1.1401,5.1233,5.1233,5.1233,10.247,10.247,10.247,1.9952,3.9904,1.9952,5.8551,2.9276,2.2802,5.8551,2.9276,1.1401,2.9276,2.9276,1.1401,5.8551,5.8551,4.2754,5.1233,5.1233,10.247,10.978,1.1401,5.8551,2.9276,2.2802,5.8551,5.8551,2.2802,15.37,10.247,10.247,5.8551,2.2802,5.8551,5.8551,1.1401,2.9276,5.8551,1.1401,5.8551,5.8551,2.2802,5.8551,5.8551,1.1401,2.9276,5.8551,2.2802,5.8551,2.9276,2.2802,5.8551,5.8551,2.2802,5.8551,2.9276,1.1401,5.8551,2.9276,4.4311,1.3218,4.4311,2.2155,2.6436,2.2155,4.4311,1.3218,4.4311,2.2155,2.6436,2.2155,4.4311,2.6436,4.4311,4.4311,2.6436,4.4311,4.4311,1.3218,2.2155,4.4311,2.6436,4.4311,4.4311,1.3218,2.2155,2.2155,1.3218,4.4311,2.2155,1.3218,5.5389,5.5389,5.5389,11.078,11.078,11.078,3.3045,6.6091,2.6436,4.4311,2.2155,2.6436,4.4311,2.2155,1.3218,2.2155,2.2155,1.3218,4.4311,4.4311,4.6263,5.5389,5.5389,11.078,7.7544,1.3218,4.4311,2.2155,2.6436,4.4311,4.4311,2.6436,17.724,11.078,11.078,4.4311,2.6436,4.4311,4.4311,1.3218,2.2155,4.4311,1.3218,4.4311,4.4311,2.6436,4.4311,4.4311,1.3218,2.2155,4.4311,2.6436,4.4311,2.2155,2.6436,4.4311,4.4311,2.6436,4.4311,2.2155,1.3218,4.4311,2.2155
435,5.8874,1.3059,5.8874,2.9437,2.6119,2.9437,5.8874,1.3059,5.8874,2.9437,2.6119,2.9437,5.8874,2.6119,5.8874,5.8874,2.6119,5.8874,5.8874,1.3059,2.9437,5.8874,2.6119,5.8874,5.8874,1.3059,2.9437,2.9437,1.3059,5.8874,2.9437,1.3059,5.1515,5.1515,5.1515,10.303,10.303,10.303,2.2854,4.5708,2.2854,5.8874,2.9437,2.6119,5.8874,2.9437,1.3059,2.9437,2.9437,1.3059,5.8874,5.8874,4.8973,5.1515,5.1515,10.303,11.039,1.3059,5.8874,2.9437,2.6119,5.8874,5.8874,2.6119,15.454,10.303,10.303,5.8874,2.6119,5.8874,5.8874,1.3059,2.9437,5.8874,1.3059,5.8874,5.8874,2.6119,5.8874,5.8874,1.3059,2.9437,5.8874,2.6119,5.8874,2.9437,2.6119,5.8874,5.8874,2.6119,5.8874,2.9437,1.3059,5.8874,2.9437,4.4499,1.4061,4.4499,2.225,2.8121,2.225,4.4499,1.4061,4.4499,2.225,2.8121,2.225,4.4499,2.8121,4.4499,4.4499,2.8121,4.4499,4.4499,1.4061,2.225,4.4499,2.8121,4.4499,4.4499,1.4061,2.225,2.225,1.4061,4.4499,2.225,1.4061,5.5624,5.5624,5.5624,11.125,11.125,11.125,3.5152,7.0304,2.8121,4.4499,2.225,2.8121,4.4499,2.225,1.4061,2.225,2.225,1.4061,4.4499,4.4499,4.9213,5.5624,5.5624,11.125,7.7874,1.4061,4.4499,2.225,2.8121,4.4499,4.4499,2.8121,17.8,11.125,11.125,4.4499,2.8121,4.4499,4.4499,1.4061,2.225,4.4499,1.4061,4.4499,4.4499,2.8121,4.4499,4.4499,1.4061,2.225,4.4499,2.8121,4.4499,2.225,2.8121,4.4499,4.4499,2.8121,4.4499,2.225,1.4061,4.4499,2.225
436,5.9197,1.3829,5.9197,2.9598,2.7657,2.9598,5.9197,1.3829,5.9197,2.9598,2.7657,2.9598,5.9197,2.7657,5.9197,5.9197,2.7657,5.9197,5.9197,1.3829,2.9598,5.9197,2.7657,5.9197,5.9197,1.3829,2.9598,2.9598,1.3829,5.9197,2.9598,1.3829,5.1797,5.1797,5.1797,10.359,10.359,10.359,2.42,4.84,2.42,5.9197,2.9598,2.7657,5.9197,2.9598,1.3829,2.9598,2.9598,1.3829,5.9197,5.9197,5.1857,5.1797,5.1797,10.359,11.099,1.3829,5.9197,2.9598,2.7657,5.9197,5.9197,2.7657,15.539,10.359,10.359,5.9197,2.7657,5.9197,5.9197,1.3829,2.9598,5.9197,1.3829,5.9197,5.9197,2.7657,5.9197,5.9197,1.3829,2.9598,5.9197,2.7657,5.9197,2.9598,2.7657,5.9197,5.9197,2.7657,5.9197,2.9598,1.3829,5.9197,2.9598,4.4687,1.4459,4.4687,2.2344,2.8918,2.2344,4.4687,1.4459,4.4687,2.2344,2.8918,2.2344,4.4687,2.8918,4.4687,4.4687,2.8918,4.4687,4.4687,1.4459,2.2344,4.4687,2.8918,4.4687,4.4687,1.4459,2.2344,2.2344,1.4459,4.4687,2.2344,1.4459,5.5859,5.5859,5.5859,11.172,11.172,11.172,3.6147,7.2294,2.8918,4.4687,2.2344,2.8918,4.4687,2.2344,1.4459,2.2344,2.2344,1.4459,4.4687,4.4687,5.0606,5.5859,5.5859,11.172,7.8203,1.4459,4.4687,2.2344,2.8918,4.4687,4.4687,2.8918,17.875,11.172,11.172,4.4687,2.8918,4.4687,4.4687,1.4459,2.2344,4.4687,1.4459,4.4687,4.4687,2.8918,4.4687,4.4687,1.4459,2.2344,4.4687,2.8918,4.4687,2.2344,2.8918,4.4687,4.4687,2.8918,4.4687,2.2344,1.4459,4.4687,2.2344
